S,Cluster_size_B2,Cluster_Prob_B2
45875,78,7.14111e-05
45875,79,2.41089e-05
45875,80,7.32422e-05
45875,81,7.41577e-05
45875,82,7.50732e-05
45875,83,0.000101318
45875,84,7.69043e-05
45875,85,7.78198e-05
45875,86,2.62451e-05
45875,87,2.65503e-05
45875,88,5.37109e-05
45875,89,2.71606e-05
45875,90,2.74658e-05
45875,91,0.000138855
45875,92,2.80762e-05
45875,93,2.83813e-05
45875,94,2.86865e-05
45875,95,2.89917e-05
45875,100,6.10352e-05
45875,104,3.17383e-05
45875,112,3.41797e-05
45875,121,3.69263e-05
45875,129,3.93677e-05
45875,133,4.05884e-05
45875,142,4.3335e-05
49152,1,0.0295874
49152,2,0.197332
49152,3,0.0994418
49152,4,0.0741907
49152,5,0.061644
49152,6,0.0515771
49152,7,0.0429745
49152,8,0.0370776
49152,9,0.0323822
49152,10,0.0293304
49152,11,0.0258887
49152,12,0.0223975
49152,13,0.0202292
49152,14,0.0188202
49152,15,0.0173996
49152,16,0.0162646
49152,17,0.0140646
49152,18,0.0134912
49152,19,0.0124374
49152,20,0.011554
49152,21,0.0109332
49152,22,0.0103931
49152,23,0.009216
49152,24,0.00830566
49152,25,0.0085907
49152,26,0.00717285
49152,27,0.00665771
49152,28,0.00651123
49152,29,0.00626587
49152,30,0.005896
49152,31,0.0050235
49152,32,0.00469727
49152,33,0.00465271
49152,34,0.00383911
49152,35,0.00369568
49152,36,0.00373535
49152,37,0.00357941
49152,38,0.00286438
49152,39,0.00307068
49152,40,0.00292969
49152,41,0.00202698
49152,42,0.00249939
49152,43,0.00233582
49152,44,0.00162476
49152,45,0.00159302
49152,46,0.00209167
49152,47,0.00174988
49152,48,0.0023584
49152,49,0.00191406
49152,50,0.00172424
49152,51,0.00136963
49152,52,0.00155518
49152,53,0.00152039
49152,54,0.00107117
49152,55,0.00151062
49152,56,0.00138428
49152,57,0.00113068
49152,58,0.00116821
49152,59,0.00108032
49152,60,0.000897217
49152,61,0.000856323
49152,62,0.000927124
49152,63,0.000884399
49152,64,0.0009375
49152,65,0.00107117
49152,66,0.000825806
49152,67,0.000613403
49152,68,0.000498047
49152,69,0.000568542
49152,70,0.000534058
49152,71,0.000628357
49152,72,0.000637207
49152,73,0.000445557
49152,74,0.000519409
49152,75,0.000778198
49152,76,0.000742188
49152,77,0.000375977
49152,78,0.000523682
49152,79,0.000506287
49152,80,0.000366211
49152,81,0.000222473
49152,82,0.000450439
49152,83,0.000531921
49152,84,0.000384521
49152,85,0.000415039
49152,86,0.000157471
49152,87,0.000159302
49152,88,0.000429688
49152,89,0.000298767
49152,90,0.000274658
49152,91,0.000138855
49152,92,0.000449219
49152,93,0.000141907
49152,94,0.000229492
49152,95,5.79834e-05
49152,96,0.000263672
49152,97,0.000177612
49152,98,5.98145e-05
49152,99,0.000151062
49152,100,0.000152588
49152,101,0.000123291
49152,102,9.33838e-05
49152,103,0.000157166
49152,104,0.00019043
49152,105,0.000160217
49152,107,0.000163269
49152,108,9.8877e-05
49152,109,9.97925e-05
49152,110,6.71387e-05
49152,111,3.38745e-05
49152,112,0.000170898
49152,114,0.00013916
49152,115,3.50952e-05
49152,116,7.08008e-05
49152,117,3.57056e-05
49152,118,7.20215e-05
49152,120,7.32422e-05
49152,121,0.000110779
49152,122,7.44629e-05
49152,123,3.75366e-05
49152,124,3.78418e-05
49152,126,3.84521e-05
49152,128,0.000117187
49152,131,3.9978e-05
49152,133,8.11768e-05
49152,135,4.11987e-05
49152,136,4.15039e-05
49152,137,4.18091e-05
49152,141,4.30298e-05
49152,147,4.48608e-05
49152,149,4.54712e-05
49152,153,4.66919e-05
49152,161,4.91333e-05
49152,171,5.21851e-05
49152,176,5.37109e-05
49152,179,5.46265e-05
49152,187,5.70679e-05
